Timestamp,Value
1712776066.9401774,61.39039835387285
1712776066.960929,59.47427092953848
1712776066.9926236,57.811831139021486
1712776067.0102146,61.571499649853266
1712776067.0427675,57.22037692098998
1712776067.0618625,55.97642842086854
1712776067.0895586,55.060696566781
1712776067.1108918,55.06893374985995
1712776067.1424608,52.53049624006244
1712776067.1609116,50.42017692505082
1712776067.1871524,52.37076062720593
1712776067.2109118,41.13699010142568
1712776067.238659,46.13269149592782
1712776067.259978,36.06229237497979
1712776067.2888734,33.32661518747791
1712776067.3120596,35.78961198078882
1712776067.3274465,32.47787625554946
1712776067.3610904,23.566665825229066
1712776067.3777456,21.855064518797285
1712776067.410524,17.502106978453256
1712776067.4272673,21.396044637293436
1712776067.4555225,11.671951982753866
1712776067.4777286,7.999716210415276
1712776067.5062518,8.635999037095715
1712776067.5239024,10.934457400479342
1712776067.5571208,20.776395875350573
1712776067.5786355,19.433930175854243
1712776067.6058688,26.2862341857339
1712776067.621497,27.668366683716755
1712776067.6556897,25.275374928944984
1712776067.6769834,25.676876629399167
1712776067.7065659,26.981257436469434
1712776067.7272987,20.32739848862049
1712776067.7591846,17.931216183380016
1712776067.7771459,15.569394765054136
1712776067.809585,15.770864401438967
1712776067.8269997,20.87947848438534
1712776067.8601472,15.324195044388606
1712776067.888032,10.90780977069517
1712776067.9095101,17.46137789046418
1712776067.940258,16.82264293515952
1712776067.95998,22.499262037291576
1712776067.9938574,21.07040681924743
1712776068.0222633,17.046444882386492
1712776068.0409498,25.88762448424118
1712776068.07503,27.047528289532806
1712776068.093374,21.995706598915426
1712776068.1205997,21.591552769810843
1712776068.1397948,24.751224929964074
1712776068.1763902,25.543442248114914
1712776068.209787,29.011953045560347
1712776068.2376294,21.462295372223913
1712776068.259757,22.498276284616054
1712776068.2774978,21.58332206775109
1712776068.3101053,13.940399584605057
1712776068.342944,19.464676165174723
1712776068.3601675,14.774230502717392
1712776068.3938317,8.631895326441128
1712776068.4091573,10.432344815940723
1712776068.4428968,11.472506442503917
1712776068.4730875,10.537078121160556
1712776068.4936628,4.89522330613868
1712776068.5255432,5.2355315797939
1712776068.5439742,8.227771477042022
1712776068.5785656,19.580904629798475
1712776068.602848,17.94456751194236
1712776068.6255422,23.373616004200255
1712776068.6594098,26.255424574329137
1712776068.6786869,17.78000992824251
1712776068.7121575,17.043247425499757
1712776068.7408893,18.648646173674308
1712776068.7792482,12.087924754106863
1712776068.7993715,9.878033307601724
1712776068.8250647,14.17691547531226
1712776068.858614,13.374551106431971
1712776068.8775947,10.808038603726912
1712776068.9091382,13.7254865833944
1712776068.9413393,11.144672575733908
1712776068.9592233,11.041332177743895
1712776068.9923925,8.999016643690696
1712776069.025656,16.907765150164593
1712776069.0429373,8.981762256606995
1712776069.0792942,17.992169219380138
1712776069.1030242,11.477996168106985
1712776069.125601,16.75028366035196
1712776069.1588929,9.475968129857563
1712776069.186879,13.297152397709276
1712776069.212135,14.90239918130612
1712776069.2411659,6.005351577877117
1712776069.2704036,9.354639262454041
1712776069.2947595,5.687944970529863
1712776069.3271878,7.092899065414311
1712776069.3539627,3.7564138241883303
1712776069.3771675,-1.0611646059400233
1712776069.4102688,-3.720961760034628
1712776069.4373617,-2.782555432328973
1712776069.4581742,-9.124813124407972
1712776069.4919574,-1.4846216432939308
1712776069.5116992,0.9301875553844834
1712776069.5413518,1.3953942090157625
1712776069.574291,8.694186102135067
1712776069.5921714,17.000705635888924
1712776069.6246922,20.061853955018194
1712776069.6534595,15.09588432855794
1712776069.6823313,22.30617440199186
1712776069.7092633,23.703589894133053
1712776069.733853,24.66317329938365
1712776069.7659967,21.424055124933936
1712776069.791748,18.360375377478928
1712776069.8161695,26.567550506469487
1712776069.8483734,23.260146096145697
1712776069.8790326,28.29289101150447
1712776069.908862,22.72155303858639
1712776069.9311965,25.385130786868118
1712776069.9581318,36.73371353044281
1712776069.9988692,36.96986024810001
1712776070.0243008,36.30916355303344
1712776070.0551872,40.358418636835864
1712776070.0748005,48.966543797586496
1712776070.1080906,51.17558412111181
1712776070.1374145,51.31004054607563
1712776070.158077,57.94504022258569
1712776070.1907914,52.46548306371086
1712776070.2208412,51.76685060650515
1712776070.2413342,52.11515313544043
1712776070.2746227,54.728978043175225
1712776070.3078997,54.09924859059816
1712776070.338183,51.66573973087522
1712776070.3590708,50.31309361382219
1712776070.391209,57.837474611956594
1712776070.4245338,53.010399840965306
1712776070.4535425,47.65636097292869
1712776070.4734297,52.98986038704976
1712776070.5084677,51.95987217749884
1712776070.5377119,58.43102058509298
1712776070.55953,61.293010289687714
1712776070.5910943,66.78595366804079
1712776070.6244595,75.01389151022195
1712776070.6576216,72.86444412607224
1712776070.685298,78.88010303979786
